         4930424 function calls (4927563 primitive calls) in 11.058 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
       31    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 argparse.py:1950(consume_positionals)
        2    0.000    0.000    0.000    0.000 argparse.py:2220(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 {built-in method setApplicationName}
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 zmq_client.py:629(Macro)
       26    0.000    0.000    0.000    0.000 zmq_client.py:1535(_autoSaveStateNow)
        2    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        7    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 serialposix.py:247(Serial)
        1    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        6    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
        2    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1030(expand_template)
        1    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        7    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 stream2zmq.py:30(Stream2Zmq)
        7    0.000    0.000    0.000    0.000 argparse.py:590(format)
        7    0.000    0.000    0.000    0.000 argparse.py:581(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 argparse.py:894(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:1523(_check_conflict)
        2    0.000    0.000    0.000    0.000 argparse.py:2409(_get_value)
        1    0.000    0.000    0.000    0.000 argparse.py:1615(ArgumentParser)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 (builtin):55(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(SpooledTemporaryFile)
       12    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        1    0.000    0.000    0.000    0.000 protocol.py:23(ProtocolLayer)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:42(__getattr__)
        3    0.000    0.000    0.000    0.000 os.py:756(decode)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        3    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 stdio2zmq.py:29(Stdio2Zmq)
        1    0.000    0.000    0.000    0.000 argparse.py:1234(Namespace)
        2    0.000    0.000    0.000    0.000 {method 'setSortCaseSensitivity' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        1    0.000    0.000    0.000    0.000 tagmap.py:30(TagMapper)
        2    0.000    0.000    0.000    0.000 __feature__.py:85(<genexpr>)
        2    0.000    0.000    0.000    0.000 zmq_client.py:927(objects)
        1    0.000    0.000    0.000    0.000 zmq_client.py:1243(defaultPollInterval)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        3    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        3    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 poll.py:16(Poller)
        1    0.000    0.000    0.000    0.000 strtypes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 error.py:84(ContextTerminated)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 zmq_server.py:36(ZmqServer)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       37    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 client.py:11(LognplotTcpClient)
        1    0.000    0.000    0.000    0.000 pathlib.py:283(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 serial2zmq.py:29(Serial2Zmq)
        1    0.000    0.000    0.000    0.000 argparse.py:766(Action)
        2    0.000    0.000    0.000    0.000 argparse.py:888(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:1254(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1755(_get_positional_actions)
        2    0.000    0.000    0.000    0.000 argparse.py:1980(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2101(_match_arguments_partial)
        3    0.000    0.000    0.000    0.000 argparse.py:2117(_parse_optional)
        2    0.000    0.000    0.000    0.000 {method 'setSortRole' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 typing.py:1279(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1311(SupportsAbs)
        1    0.000    0.000    0.000    0.000 protocol.py:135(TerminalLayer)
        1    0.000    0.000    0.000    0.000 _crcfunpy.py:29(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:64(SignatureLayout)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 serialutil.py:102(Timeout)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 tracker.py:39(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        7    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
        1    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 pathlib.py:464(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1477(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 __main__.py:39(NatSort)
        1    0.000    0.000    0.000    0.000 argparse.py:114(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:665(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:676(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:737(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:757(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:857(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:892(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:949(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:987(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1241(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1756(<listcomp>)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 {built-in method instance}
        2    0.000    0.000    0.000    0.000 {method 'setFilterRole' of 'PySide2.QtCore.QSortFilterProxyModel' objects}
        1    0.000    0.000    0.000    0.000 {method 'setTimerType' of 'PySide2.QtCore.QTimer' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:1925(PyZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 tagmap.py:108(WrappedCBOR)
        1    0.000    0.000    0.000    0.000 <string>:1(_C)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        2    0.000    0.000    0.000    0.000 zmq_client.py:103(size)
        2    0.000    0.000    0.000    0.000 zmq_client.py:649(macro)
        1    0.000    0.000    0.000    0.000 zmq_client.py:802(decimate)
        1    0.000    0.000    0.000    0.000 zmq_client.py:820(stream)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 tempfile.py:553(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:596(_TemporaryFileWrapper)
        6    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        2    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1091(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1159(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1287(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1295(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1303(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1380(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1615(io)
        1    0.000    0.000    0.000    0.000 typing.py:1630(re)
        1    0.000    0.000    0.000    0.000 serialposix.py:81(PlatformSpecific)
        1    0.000    0.000    0.000    0.000 protocol.py:87(AsciiEscapeLayer)
        1    0.000    0.000    0.000    0.000 protocol.py:214(SegmentationLayer)
        1    0.000    0.000    0.000    0.000 protocol.py:256(DebugArqLayer)
        1    0.000    0.000    0.000    0.000 protocol.py:440(Crc16Layer)
        1    0.000    0.000    0.000    0.000 protocol.py:528(LoopbackLayer)
        1    0.000    0.000    0.000    0.000 protocol.py:557(registerLayerType)
        1    0.000    0.000    0.000    0.000 crcmod.py:54(Crc)
        1    0.000    0.000    0.000    0.000 tool.py:53(SimpleNamespace)
        1    0.000    0.000    0.000    0.000 enum_sig.py:57(ExactEnumerator)
        1    0.000    0.000    0.000    0.000 enum_sig.py:180(SimplifyingEnumerator)
        1    0.000    0.000    0.000    0.000 csv.py:6(CsvExport)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 mapping.py:163(ArrayLikeVariable)
        1    0.000    0.000    0.000    0.000 mapping.py:169(Reloader)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 serialposix.py:755(VTIMESerial)
        1    0.000    0.000    0.000    0.000 serialposix.py:43(PlatformSpecificBase)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 tracker.py:18(MessageTracker)
        1    0.000    0.000    0.000    0.000 stopwatch.py:6(Stopwatch)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        1    0.000    0.000    0.000    0.000 attrsettr.py:10(AttributeSetter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 error.py:94(Again)
        1    0.000    0.000    0.000    0.000 error.py:110(InterruptedSystemCall)
        1    0.000    0.000    0.000    0.000 error.py:149(ZMQVersionError)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 select.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:386(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:489(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:511(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:980(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1484(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 ns_enum.py:11(ns)
        1    0.000    0.000    0.000    0.000 argparse.py:211(_Section)
        2    0.000    0.000    0.000    0.000 argparse.py:614(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:687(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:704(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:915(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:932(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1014(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1037(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1595(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(identity)
        2    0.000    0.000    0.000    0.000 argparse.py:2435(_check_value)
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'PySide2.QtCore.Property' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:38(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 cbor.py:243(Tag)
        1    0.000    0.000    0.000    0.000 tagmap.py:11(ClassTag)
        1    0.000    0.000    0.000    0.000 tagmap.py:141(UnknownTagException)
        1    0.000    0.000    0.000    0.000 VERSION.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 zmq_client.py:1301(_isTemporaryAlias)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1349(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 protocol.py:406(Crc8Layer)
        1    0.000    0.000    0.000    0.000 protocol.py:498(Iterator)
        1    0.000    0.000    0.000    0.000 protocol.py:540(RawLayer)
        1    0.000    0.000    0.000    0.000 predefined.py:146(PredefinedCrc)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 deprecated.py:61(PySideDeprecationWarningRemovedInQt6)
        1    0.000    0.000    0.000    0.000 enum_sig.py:201(HintingEnumerator)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 mapping.py:60(ellipsis)
        1    0.000    0.000    0.000    0.000 mapping.py:92(_NotCalled)
        1    0.000    0.000    0.000    0.000 mapping.py:124(Virtual)
        1    0.000    0.000    0.000    0.000 mapping.py:128(Missing)
        1    0.000    0.000    0.000    0.000 mapping.py:136(Invalid)
        1    0.000    0.000    0.000    0.000 mapping.py:140(Default)
        1    0.000    0.000    0.000    0.000 mapping.py:144(Instance)
        1    0.000    0.000    0.000    0.000 mapping.py:148(_Parameterized)
        1    0.000    0.000    0.000    0.000 mapping.py:158(ResultVariable)
        1    0.000    0.000    0.000    0.000 mapping.py:176(__init__)
        1    0.000    0.000    0.000    0.000 serialutil.py:90(SerialException)
        1    0.000    0.000    0.000    0.000 serialutil.py:94(SerialTimeoutException)
        1    0.000    0.000    0.000    0.000 serialposix.py:720(PosixPollSerial)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 context.py:208(_socket_class)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 error.py:9(ZMQBaseError)
        1    0.000    0.000    0.000    0.000 error.py:13(ZMQError)
        1    0.000    0.000    0.000    0.000 error.py:64(ZMQBindError)
